INSERT INTO Education VALUES('1', 'HSC', 'Science', 'DMC', '2009');
INSERT INTO Education VALUES('701', 'Bachelors', 'MBBS', 'BUET', '1993');
INSERT INTO Education VALUES('702', 'Others', 'MBBS', 'KUET', '1986');
INSERT INTO Education VALUES('703', 'Others', 'MBBS', 'RUET', '2001');
INSERT INTO Education VALUES('704', 'Masters', 'Arts', 'DMC', '1989');
INSERT INTO Education VALUES('705', 'SSC', 'Arts', 'DU', '1994');
INSERT INTO Education VALUES('706', 'SSC', 'Commerce', 'RUET', '1999');
INSERT INTO Education VALUES('707', 'HSC', 'MBBS', 'SUST', '2007');
INSERT INTO Education VALUES('708', 'Ph.D.', 'Science', 'SUST', '1995');
INSERT INTO Education VALUES('709', 'Bachelors', 'MBBS', 'KUET', '1992');
INSERT INTO Education VALUES('710', 'Masters', 'Arts', 'BUET', '1996');
INSERT INTO Education VALUES('711', 'Masters', 'Commerce', 'SUST', '1994');
INSERT INTO Education VALUES('712', 'HSC', 'Engineering', 'CUET', '1987');
INSERT INTO Education VALUES('713', 'Masters', 'Arts', 'DU', '1992');
INSERT INTO Education VALUES('714', 'SSC', 'MBBS', 'KUET', '1996');
INSERT INTO Education VALUES('715', 'Ph.D.', 'Commerce', 'DU', '1986');
INSERT INTO Education VALUES('716', 'Others', 'Engineering', 'CUET', '1987');
INSERT INTO Education VALUES('717', 'Others', 'Engineering', 'KUET', '1992');
INSERT INTO Education VALUES('718', 'Masters', 'Arts', 'DMC', '2005');
INSERT INTO Education VALUES('719', 'Ph.D.', 'Engineering', 'SUST', '2006');
INSERT INTO Education VALUES('720', 'Others', 'Commerce', 'BUET', '1986');
INSERT INTO Education VALUES('721', 'Ph.D.', 'Engineering', 'SUST', '1985');
INSERT INTO Education VALUES('722', 'SSC', 'Science', 'KUET', '1987');
INSERT INTO Education VALUES('723', 'HSC', 'Commerce', 'RUET', '2010');
INSERT INTO Education VALUES('724', 'Bachelors', 'MBBS', 'DU', '2005');
INSERT INTO Education VALUES('725', 'Bachelors', 'MBBS', 'RUET', '1989');
INSERT INTO Education VALUES('726', 'Bachelors', 'Arts', 'DU', '1991');
INSERT INTO Education VALUES('727', 'Ph.D.', 'Commerce', 'DMC', '1989');
INSERT INTO Education VALUES('728', 'Masters', 'Science', 'CUET', '1995');
INSERT INTO Education VALUES('729', 'HSC', 'Engineering', 'CUET', '1987');
INSERT INTO Education VALUES('730', 'HSC', 'Commerce', 'SUST', '1995');
INSERT INTO Education VALUES('731', 'Ph.D.', 'Commerce', 'DU', '1991');
INSERT INTO Education VALUES('732', 'SSC', 'Commerce', 'CUET', '2006');
INSERT INTO Education VALUES('733', 'Ph.D.', 'MBBS', 'CUET', '2005');
INSERT INTO Education VALUES('734', 'SSC', 'Arts', 'DMC', '2001');
INSERT INTO Education VALUES('735', 'Bachelors', 'Science', 'KUET', '1990');
INSERT INTO Education VALUES('736', 'SSC', 'Commerce', 'BUET', '1999');
INSERT INTO Education VALUES('737', 'Masters', 'MBBS', 'BUET', '2003');
INSERT INTO Education VALUES('738', 'Others', 'Engineering', 'KUET', '1988');
INSERT INTO Education VALUES('739', 'Ph.D.', 'Engineering', 'CUET', '1997');
INSERT INTO Education VALUES('740', 'Ph.D.', 'Commerce', 'RUET', '2003');
INSERT INTO Education VALUES('741', 'Others', 'Engineering', 'CUET', '1992');
INSERT INTO Education VALUES('742', 'SSC', 'Science', 'KUET', '1989');
INSERT INTO Education VALUES('743', 'SSC', 'Commerce', 'BUET', '1990');
INSERT INTO Education VALUES('744', 'Others', 'Engineering', 'DU', '1996');
INSERT INTO Education VALUES('745', 'SSC', 'Science', 'KUET', '1987');
INSERT INTO Education VALUES('746', 'SSC', 'Engineering', 'RUET', '1986');
INSERT INTO Education VALUES('747', 'Masters', 'Science', 'SUST', '1992');
INSERT INTO Education VALUES('748', 'SSC', 'Engineering', 'DMC', '1992');
INSERT INTO Education VALUES('749', 'Masters', 'Commerce', 'DMC', '2010');
INSERT INTO Education VALUES('750', 'Bachelors', 'Engineering', 'SUST', '2002');
INSERT INTO Education VALUES('751', 'Ph.D.', 'MBBS', 'SUST', '2008');
INSERT INTO Education VALUES('752', 'Bachelors', 'Science', 'CUET', '2005');
INSERT INTO Education VALUES('753', 'HSC', 'Engineering', 'CUET', '1989');
INSERT INTO Education VALUES('754', 'Others', 'MBBS', 'RUET', '1998');
INSERT INTO Education VALUES('755', 'HSC', 'Science', 'KUET', '1999');
INSERT INTO Education VALUES('756', 'SSC', 'Engineering', 'RUET', '1990');
INSERT INTO Education VALUES('757', 'Masters', 'MBBS', 'SUST', '2009');
INSERT INTO Education VALUES('758', 'Others', 'Engineering', 'BUET', '2002');
INSERT INTO Education VALUES('759', 'Ph.D.', 'MBBS', 'DU', '1997');
INSERT INTO Education VALUES('760', 'Others', 'Commerce', 'KUET', '2009');
INSERT INTO Education VALUES('761', 'Masters', 'Engineering', 'RUET', '1986');
INSERT INTO Education VALUES('762', 'Others', 'Arts', 'KUET', '2009');
INSERT INTO Education VALUES('763', 'Masters', 'Commerce', 'KUET', '1985');
INSERT INTO Education VALUES('764', 'Masters', 'Engineering', 'DU', '2003');
INSERT INTO Education VALUES('765', 'Masters', 'Science', 'DMC', '2009');
INSERT INTO Education VALUES('766', 'Ph.D.', 'Science', 'RUET', '1988');
INSERT INTO Education VALUES('767', 'Masters', 'Engineering', 'CUET', '1992');
INSERT INTO Education VALUES('768', 'HSC', 'Engineering', 'SUST', '1991');
INSERT INTO Education VALUES('769', 'SSC', 'Arts', 'KUET', '2009');
INSERT INTO Education VALUES('770', 'SSC', 'Commerce', 'DU', '1991');
INSERT INTO Education VALUES('771', 'Masters', 'Science', 'RUET', '2004');
INSERT INTO Education VALUES('772', 'Ph.D.', 'Science', 'DU', '1986');
INSERT INTO Education VALUES('773', 'Masters', 'Engineering', 'RUET', '2000');
INSERT INTO Education VALUES('774', 'Bachelors', 'Engineering', 'CUET', '1997');
INSERT INTO Education VALUES('775', 'Bachelors', 'Science', 'BUET', '1992');
INSERT INTO Education VALUES('776', 'Others', 'Commerce', 'SUST', '1988');
INSERT INTO Education VALUES('777', 'Masters', 'Engineering', 'BUET', '1991');
INSERT INTO Education VALUES('778', 'Masters', 'Engineering', 'SUST', '1994');
INSERT INTO Education VALUES('779', 'Others', 'Engineering', 'SUST', '2005');
INSERT INTO Education VALUES('780', 'Others', 'MBBS', 'DU', '2000');
INSERT INTO Education VALUES('781', 'HSC', 'Engineering', 'SUST', '2006');
INSERT INTO Education VALUES('782', 'HSC', 'Arts', 'KUET', '2004');
INSERT INTO Education VALUES('783', 'Ph.D.', 'Science', 'DU', '2000');
INSERT INTO Education VALUES('784', 'Others', 'Commerce', 'SUST', '1994');
INSERT INTO Education VALUES('785', 'HSC', 'Commerce', 'DMC', '1986');
INSERT INTO Education VALUES('786', 'Masters', 'Arts', 'KUET', '1992');
INSERT INTO Education VALUES('787', 'SSC', 'Engineering', 'KUET', '2010');
INSERT INTO Education VALUES('788', 'Masters', 'Engineering', 'KUET', '2007');
INSERT INTO Education VALUES('789', 'Others', 'Science', 'DMC', '1999');
INSERT INTO Education VALUES('790', 'HSC', 'Commerce', 'CUET', '1999');
INSERT INTO Education VALUES('791', 'Bachelors', 'Engineering', 'SUST', '2000');
INSERT INTO Education VALUES('792', 'HSC', 'Commerce', 'BUET', '2008');
INSERT INTO Education VALUES('793', 'HSC', 'Arts', 'CUET', '1997');
INSERT INTO Education VALUES('794', 'Ph.D.', 'Commerce', 'KUET', '1999');
INSERT INTO Education VALUES('795', 'Ph.D.', 'Engineering', 'RUET', '1999');
INSERT INTO Education VALUES('796', 'SSC', 'Commerce', 'SUST', '2000');
INSERT INTO Education VALUES('797', 'Ph.D.', 'MBBS', 'BUET', '1989');
INSERT INTO Education VALUES('798', 'Others', 'Arts', 'RUET', '2008');
INSERT INTO Education VALUES('799', 'Others', 'Arts', 'CUET', '1991');
INSERT INTO Education VALUES('800', 'Bachelors', 'Commerce', 'RUET', '1996');
INSERT INTO Education VALUES('801', 'HSC', 'Engineering', 'SUST', '1985');
INSERT INTO Education VALUES('802', 'Bachelors', 'Engineering', 'BUET', '1991');
INSERT INTO Education VALUES('803', 'HSC', 'Science', 'DMC', '2002');
INSERT INTO Education VALUES('804', 'HSC', 'Science', 'DMC', '1994');
INSERT INTO Education VALUES('805', 'Ph.D.', 'Arts', 'RUET', '2010');
INSERT INTO Education VALUES('806', 'Ph.D.', 'Engineering', 'SUST', '1990');
INSERT INTO Education VALUES('807', 'SSC', 'Engineering', 'CUET', '1986');
INSERT INTO Education VALUES('808', 'Masters', 'Engineering', 'CUET', '1987');
INSERT INTO Education VALUES('809', 'Ph.D.', 'Commerce', 'RUET', '2003');
INSERT INTO Education VALUES('810', 'Masters', 'Arts', 'CUET', '1985');
INSERT INTO Education VALUES('811', 'Bachelors', 'Science', 'CUET', '2002');
INSERT INTO Education VALUES('812', 'Masters', 'MBBS', 'SUST', '1991');
INSERT INTO Education VALUES('813', 'SSC', 'Science', 'SUST', '1993');
INSERT INTO Education VALUES('814', 'HSC', 'Engineering', 'DMC', '2009');
INSERT INTO Education VALUES('815', 'Bachelors', 'Commerce', 'BUET', '1993');
INSERT INTO Education VALUES('816', 'Bachelors', 'Commerce', 'CUET', '1989');
INSERT INTO Education VALUES('817', 'Bachelors', 'Commerce', 'KUET', '2010');
INSERT INTO Education VALUES('818', 'Others', 'Commerce', 'RUET', '1991');
INSERT INTO Education VALUES('819', 'Masters', 'MBBS', 'KUET', '2003');
INSERT INTO Education VALUES('820', 'HSC', 'MBBS', 'SUST', '1994');
INSERT INTO Education VALUES('821', 'Others', 'Science', 'SUST', '2008');
INSERT INTO Education VALUES('822', 'SSC', 'Engineering', 'BUET', '2000');
INSERT INTO Education VALUES('823', 'Others', 'MBBS', 'KUET', '1985');
INSERT INTO Education VALUES('824', 'Masters', 'Arts', 'DMC', '1991');
INSERT INTO Education VALUES('825', 'HSC', 'Science', 'RUET', '2001');
INSERT INTO Education VALUES('826', 'Masters', 'Commerce', 'CUET', '1993');
INSERT INTO Education VALUES('827', 'Others', 'Commerce', 'CUET', '1989');
INSERT INTO Education VALUES('828', 'Ph.D.', 'Commerce', 'SUST', '2007');
INSERT INTO Education VALUES('829', 'Bachelors', 'Science', 'SUST', '1993');
INSERT INTO Education VALUES('830', 'Bachelors', 'Commerce', 'DMC', '2003');
INSERT INTO Education VALUES('831', 'Bachelors', 'Engineering', 'KUET', '2005');
INSERT INTO Education VALUES('832', 'SSC', 'MBBS', 'RUET', '2003');
INSERT INTO Education VALUES('833', 'Bachelors', 'Science', 'DMC', '2004');
INSERT INTO Education VALUES('834', 'Bachelors', 'Commerce', 'DU', '2007');
INSERT INTO Education VALUES('835', 'Others', 'Engineering', 'CUET', '2008');
INSERT INTO Education VALUES('836', 'HSC', 'Commerce', 'DMC', '1998');
INSERT INTO Education VALUES('837', 'Masters', 'MBBS', 'DU', '1994');
INSERT INTO Education VALUES('838', 'SSC', 'Engineering', 'DU', '2001');
INSERT INTO Education VALUES('839', 'Bachelors', 'Engineering', 'RUET', '2002');
INSERT INTO Education VALUES('840', 'Others', 'Commerce', 'DMC', '1999');
INSERT INTO Education VALUES('841', 'Masters', 'Science', 'KUET', '1994');
INSERT INTO Education VALUES('842', 'SSC', 'Science', 'DU', '1998');
INSERT INTO Education VALUES('843', 'Ph.D.', 'Science', 'DU', '2004');
INSERT INTO Education VALUES('844', 'HSC', 'Engineering', 'DMC', '1989');
INSERT INTO Education VALUES('845', 'Bachelors', 'Engineering', 'DU', '1987');
INSERT INTO Education VALUES('846', 'Ph.D.', 'MBBS', 'RUET', '2005');
INSERT INTO Education VALUES('847', 'Ph.D.', 'MBBS', 'CUET', '2005');
INSERT INTO Education VALUES('848', 'HSC', 'MBBS', 'SUST', '1991');
INSERT INTO Education VALUES('849', 'Bachelors', 'Engineering', 'CUET', '2003');
INSERT INTO Education VALUES('850', 'Masters', 'Commerce', 'KUET', '2006');
INSERT INTO Education VALUES('851', 'Bachelors', 'Science', 'RUET', '1986');
INSERT INTO Education VALUES('852', 'Ph.D.', 'Arts', 'DMC', '2002');
INSERT INTO Education VALUES('853', 'Bachelors', 'Science', 'DU', '1989');
INSERT INTO Education VALUES('854', 'HSC', 'Science', 'RUET', '1990');
INSERT INTO Education VALUES('855', 'Others', 'Arts', 'BUET', '1991');
INSERT INTO Education VALUES('856', 'Ph.D.', 'Arts', 'CUET', '2007');
INSERT INTO Education VALUES('857', 'Others', 'Science', 'CUET', '2007');
INSERT INTO Education VALUES('858', 'HSC', 'Commerce', 'SUST', '1986');
INSERT INTO Education VALUES('859', 'HSC', 'MBBS', 'SUST', '2002');
INSERT INTO Education VALUES('860', 'Ph.D.', 'Arts', 'RUET', '1987');
INSERT INTO Education VALUES('861', 'HSC', 'Commerce', 'KUET', '1993');
INSERT INTO Education VALUES('862', 'Ph.D.', 'Engineering', 'KUET', '1987');
INSERT INTO Education VALUES('863', 'Bachelors', 'MBBS', 'DU', '2003');
INSERT INTO Education VALUES('864', 'Masters', 'Commerce', 'SUST', '2004');
INSERT INTO Education VALUES('865', 'Bachelors', 'MBBS', 'RUET', '1990');
INSERT INTO Education VALUES('866', 'Bachelors', 'Arts', 'KUET', '1992');
INSERT INTO Education VALUES('867', 'Bachelors', 'Arts', 'BUET', '1995');
INSERT INTO Education VALUES('868', 'Others', 'Science', 'RUET', '1997');
INSERT INTO Education VALUES('869', 'SSC', 'MBBS', 'RUET', '2001');
INSERT INTO Education VALUES('870', 'SSC', 'Arts', 'SUST', '1994');
INSERT INTO Education VALUES('871', 'SSC', 'MBBS', 'KUET', '1993');
INSERT INTO Education VALUES('872', 'Others', 'Arts', 'SUST', '2006');
INSERT INTO Education VALUES('873', 'SSC', 'Commerce', 'SUST', '2010');
INSERT INTO Education VALUES('874', 'SSC', 'Commerce', 'SUST', '1992');
INSERT INTO Education VALUES('875', 'Others', 'Science', 'CUET', '2000');
INSERT INTO Education VALUES('876', 'Masters', 'Engineering', 'RUET', '1989');
INSERT INTO Education VALUES('877', 'Ph.D.', 'Commerce', 'KUET', '1996');
INSERT INTO Education VALUES('878', 'Ph.D.', 'Commerce', 'BUET', '2010');
INSERT INTO Education VALUES('879', 'Others', 'Arts', 'BUET', '1995');
INSERT INTO Education VALUES('880', 'Masters', 'Commerce', 'CUET', '1998');
INSERT INTO Education VALUES('881', 'SSC', 'Arts', 'DMC', '2003');
INSERT INTO Education VALUES('882', 'HSC', 'Commerce', 'CUET', '1993');
INSERT INTO Education VALUES('883', 'SSC', 'MBBS', 'BUET', '2006');
INSERT INTO Education VALUES('884', 'Others', 'Science', 'DMC', '2006');
INSERT INTO Education VALUES('885', 'Masters', 'Arts', 'CUET', '2006');
INSERT INTO Education VALUES('886', 'Ph.D.', 'MBBS', 'DU', '1989');
INSERT INTO Education VALUES('887', 'Masters', 'Science', 'KUET', '1991');
INSERT INTO Education VALUES('888', 'Others', 'Science', 'SUST', '2003');
INSERT INTO Education VALUES('889', 'HSC', 'Arts', 'RUET', '1992');
INSERT INTO Education VALUES('890', 'Masters', 'Commerce', 'DU', '2005');
INSERT INTO Education VALUES('891', 'Bachelors', 'MBBS', 'SUST', '1994');
INSERT INTO Education VALUES('892', 'Ph.D.', 'MBBS', 'KUET', '2008');
INSERT INTO Education VALUES('893', 'Ph.D.', 'MBBS', 'KUET', '2004');
INSERT INTO Education VALUES('894', 'HSC', 'MBBS', 'DU', '1985');
INSERT INTO Education VALUES('895', 'Bachelors', 'Engineering', 'RUET', '1998');
INSERT INTO Education VALUES('896', 'Ph.D.', 'Commerce', 'CUET', '1986');
INSERT INTO Education VALUES('897', 'Masters', 'Arts', 'DMC', '1985');
INSERT INTO Education VALUES('898', 'HSC', 'Engineering', 'SUST', '2003');
INSERT INTO Education VALUES('899', 'SSC', 'Commerce', 'CUET', '1987');
INSERT INTO Education VALUES('900', 'Ph.D.', 'Engineering', 'DMC', '2002');
INSERT INTO Education VALUES('901', 'SSC', 'Arts', 'BUET', '2006');
INSERT INTO Education VALUES('902', 'SSC', 'MBBS', 'SUST', '2005');
INSERT INTO Education VALUES('903', 'Others', 'Science', 'CUET', '2003');
INSERT INTO Education VALUES('904', 'SSC', 'Commerce', 'DMC', '1988');
INSERT INTO Education VALUES('905', 'Bachelors', 'Science', 'BUET', '1994');
INSERT INTO Education VALUES('906', 'Bachelors', 'Science', 'KUET', '1994');
INSERT INTO Education VALUES('907', 'HSC', 'MBBS', 'CUET', '1991');
INSERT INTO Education VALUES('908', 'Ph.D.', 'Arts', 'SUST', '2003');
INSERT INTO Education VALUES('909', 'HSC', 'Science', 'DU', '2010');
INSERT INTO Education VALUES('910', 'Others', 'Science', 'CUET', '1998');
INSERT INTO Education VALUES('911', 'HSC', 'Engineering', 'RUET', '2002');
INSERT INTO Education VALUES('912', 'HSC', 'Engineering', 'DU', '2001');
INSERT INTO Education VALUES('913', 'Ph.D.', 'Engineering', 'CUET', '1998');
INSERT INTO Education VALUES('914', 'Bachelors', 'Arts', 'DMC', '2004');
INSERT INTO Education VALUES('915', 'Bachelors', 'Arts', 'DMC', '2008');
INSERT INTO Education VALUES('916', 'Bachelors', 'Commerce', 'CUET', '1993');
INSERT INTO Education VALUES('917', 'Ph.D.', 'Arts', 'SUST', '1987');
INSERT INTO Education VALUES('918', 'Masters', 'Science', 'DU', '2006');
INSERT INTO Education VALUES('919', 'Masters', 'Commerce', 'RUET', '2002');
INSERT INTO Education VALUES('920', 'Masters', 'Science', 'RUET', '2004');
INSERT INTO Education VALUES('921', 'Bachelors', 'Engineering', 'KUET', '1987');
INSERT INTO Education VALUES('922', 'SSC', 'MBBS', 'CUET', '2010');
INSERT INTO Education VALUES('923', 'Masters', 'Arts', 'DU', '2000');
INSERT INTO Education VALUES('924', 'SSC', 'Engineering', 'CUET', '1993');
INSERT INTO Education VALUES('925', 'Masters', 'MBBS', 'RUET', '1987');
INSERT INTO Education VALUES('926', 'Masters', 'Commerce', 'SUST', '1997');
INSERT INTO Education VALUES('927', 'Ph.D.', 'Commerce', 'BUET', '2001');
INSERT INTO Education VALUES('928', 'Ph.D.', 'Commerce', 'RUET', '2008');
INSERT INTO Education VALUES('929', 'HSC', 'Science', 'BUET', '2007');
INSERT INTO Education VALUES('930', 'HSC', 'Science', 'DU', '1998');
INSERT INTO Education VALUES('931', 'Ph.D.', 'Arts', 'SUST', '1996');
INSERT INTO Education VALUES('932', 'Ph.D.', 'Engineering', 'SUST', '2009');
INSERT INTO Education VALUES('933', 'Bachelors', 'MBBS', 'CUET', '1989');
INSERT INTO Education VALUES('934', 'Bachelors', 'Science', 'SUST', '1993');
INSERT INTO Education VALUES('935', 'SSC', 'MBBS', 'RUET', '2008');
INSERT INTO Education VALUES('936', 'Others', 'Commerce', 'RUET', '2008');
INSERT INTO Education VALUES('937', 'Bachelors', 'Commerce', 'SUST', '2004');
INSERT INTO Education VALUES('938', 'Ph.D.', 'Science', 'RUET', '2000');
INSERT INTO Education VALUES('939', 'Bachelors', 'Engineering', 'CUET', '1993');
INSERT INTO Education VALUES('940', 'Ph.D.', 'Engineering', 'BUET', '2006');
INSERT INTO Education VALUES('941', 'Others', 'Commerce', 'KUET', '1997');
INSERT INTO Education VALUES('942', 'HSC', 'Science', 'CUET', '2009');
INSERT INTO Education VALUES('943', 'Ph.D.', 'Arts', 'KUET', '1994');
INSERT INTO Education VALUES('944', 'Ph.D.', 'Science', 'KUET', '1999');
INSERT INTO Education VALUES('945', 'Ph.D.', 'MBBS', 'BUET', '2008');
INSERT INTO Education VALUES('946', 'Masters', 'Arts', 'SUST', '1999');
INSERT INTO Education VALUES('947', 'Masters', 'MBBS', 'SUST', '2002');
INSERT INTO Education VALUES('948', 'Masters', 'Commerce', 'SUST', '2003');
INSERT INTO Education VALUES('949', 'Ph.D.', 'Commerce', 'SUST', '1987');
INSERT INTO Education VALUES('950', 'Masters', 'Arts', 'DMC', '1998');
INSERT INTO Education VALUES('951', 'Bachelors', 'Arts', 'CUET', '1990');
INSERT INTO Education VALUES('952', 'SSC', 'Commerce', 'SUST', '1996');
INSERT INTO Education VALUES('953', 'Others', 'Commerce', 'KUET', '1998');
INSERT INTO Education VALUES('954', 'Ph.D.', 'Science', 'RUET', '2002');
INSERT INTO Education VALUES('955', 'Others', 'Science', 'DU', '1992');
INSERT INTO Education VALUES('956', 'Masters', 'Arts', 'RUET', '2008');
INSERT INTO Education VALUES('957', 'SSC', 'Arts', 'DU', '1994');
INSERT INTO Education VALUES('958', 'Ph.D.', 'MBBS', 'KUET', '2003');
INSERT INTO Education VALUES('959', 'Others', 'Science', 'SUST', '2004');
INSERT INTO Education VALUES('960', 'Others', 'Science', 'CUET', '2006');
INSERT INTO Education VALUES('961', 'Others', 'Commerce', 'DU', '2009');
INSERT INTO Education VALUES('962', 'HSC', 'Engineering', 'RUET', '1995');
INSERT INTO Education VALUES('963', 'Bachelors', 'Science', 'CUET', '1998');
INSERT INTO Education VALUES('964', 'Masters', 'Commerce', 'DMC', '1992');
INSERT INTO Education VALUES('965', 'Masters', 'Arts', 'RUET', '1990');
INSERT INTO Education VALUES('966', 'Masters', 'Commerce', 'CUET', '1986');
INSERT INTO Education VALUES('967', 'HSC', 'MBBS', 'DU', '1997');
INSERT INTO Education VALUES('968', 'Bachelors', 'Commerce', 'CUET', '2008');
INSERT INTO Education VALUES('969', 'HSC', 'MBBS', 'BUET', '1992');
INSERT INTO Education VALUES('970', 'Ph.D.', 'Arts', 'RUET', '2005');
INSERT INTO Education VALUES('971', 'Bachelors', 'Science', 'CUET', '1988');
INSERT INTO Education VALUES('972', 'SSC', 'Science', 'BUET', '1992');
INSERT INTO Education VALUES('973', 'Masters', 'Commerce', 'DMC', '1991');
INSERT INTO Education VALUES('974', 'Masters', 'Engineering', 'DU', '1995');
INSERT INTO Education VALUES('975', 'Ph.D.', 'Science', 'CUET', '2007');
INSERT INTO Education VALUES('976', 'Others', 'MBBS', 'CUET', '2003');
INSERT INTO Education VALUES('977', 'HSC', 'Commerce', 'DMC', '1996');
INSERT INTO Education VALUES('978', 'Masters', 'Science', 'RUET', '2001');
INSERT INTO Education VALUES('979', 'Bachelors', 'Engineering', 'DU', '1996');
INSERT INTO Education VALUES('980', 'SSC', 'Science', 'DU', '1998');
INSERT INTO Education VALUES('981', 'Bachelors', 'MBBS', 'RUET', '2001');
INSERT INTO Education VALUES('982', 'Bachelors', 'MBBS', 'CUET', '2007');
INSERT INTO Education VALUES('983', 'Others', 'Science', 'DMC', '1987');
INSERT INTO Education VALUES('984', 'Masters', 'Commerce', 'KUET', '2009');
INSERT INTO Education VALUES('985', 'Ph.D.', 'Engineering', 'DU', '1991');
INSERT INTO Education VALUES('986', 'HSC', 'MBBS', 'CUET', '1999');
INSERT INTO Education VALUES('987', 'Others', 'Science', 'DMC', '2007');
INSERT INTO Education VALUES('988', 'HSC', 'Arts', 'DMC', '2004');
INSERT INTO Education VALUES('989', 'Ph.D.', 'Science', 'RUET', '1992');
INSERT INTO Education VALUES('990', 'Others', 'Arts', 'KUET', '1994');
INSERT INTO Education VALUES('991', 'Bachelors', 'MBBS', 'KUET', '1989');
INSERT INTO Education VALUES('992', 'Masters', 'Engineering', 'CUET', '1995');
INSERT INTO Education VALUES('993', 'Ph.D.', 'MBBS', 'DMC', '2006');
INSERT INTO Education VALUES('994', 'Masters', 'Arts', 'SUST', '1987');
INSERT INTO Education VALUES('995', 'Bachelors', 'Engineering', 'DMC', '1989');
INSERT INTO Education VALUES('996', 'Others', 'Arts', 'DMC', '2009');
INSERT INTO Education VALUES('997', 'SSC', 'Engineering', 'CUET', '2008');
INSERT INTO Education VALUES('998', 'Masters', 'Science', 'SUST', '2003');
INSERT INTO Education VALUES('999', 'HSC', 'MBBS', 'CUET', '2005');
INSERT INTO Education VALUES('1000', 'HSC', 'Arts', 'BUET', '2010');
